"group_name","parameter_name"
"other","Panel A anti-CD62L RRID"
"other","Panel A Live/Dead stain"
"other","Panel A additional maker 1 name"
"other","Panel A additional marker 1 clone"
"other","Panel A additional marker 1 fluorochrome"
"other","Panel A additional marker 1 RRID"
"other","Panel A additional maker 2 name"
"other","Panel A additional marker 2 clone"
"other","Panel A additional marker 2 fluorochrome"
"other","Panel A additional marker 2 RRID"
"other","Panel A additional maker 3 name"
"other","Panel A additional marker 3 clone"
"other","Panel A additional marker 3 fluorochrome"
"other","Panel A additional marker 3 RRID"
"other","Panel A additional maker 4 name"
"other","Panel A additional marker 4 clone"
"other","Panel A additional marker 4 fluorochrome"
"other","Panel A additional marker 4 RRID"
"other","Panel A additional maker 5 name"
"other","Panel A additional marker 5 clone"
"other","Panel A additional marker 5 fluorochrome"
"other","Panel A additional marker 5 RRID"
"other","Panel B anti-CD5 clone"
"other","Panel B anti-CD5 fluorochrome"
"other","Panel B anti-CD5 RRID"
"other","Panel B anti-Ly6G clone"
"other","Panel B anti-Ly6G fluorochrome"
"other","Panel B anti-Ly6G RRID"
"other","Panel B anti-CD19 clone"
"other","Panel B anti-CD19 fluorochrome"
"other","Panel B anti-CD19 RRID"
"other","Panel B anti-Ly6C clone"
"other","Panel B anti-Ly6c fluorochrome"
"other","Panel B anti-Ly6c RRID"
"other","Panel B anti-CD21/35 clone"
"other","Panel B anti-CD21/35 fluorochrome"
"other","Panel B anti-CD21/35 RRID"
"other","Panel B anti-CD11b clone"
"other","Panel B anti-CD11b fluorochrome"
"other","Panel B anti-CD11b RRID"
"other","Panel B anti-CD11c clone"
"other","Panel B anti-CD11c fluorochrome"
"other","Panel B anti-CD11c RRID"
"other","Panel B anti-CD161 clone"
"other","Panel B anti-CD161 fluorochrome"
"other","Panel B anti-CD161 RRID"
"other","Panel B anti-MHCII clone"
"other","Panel B anti-MHCII fluorochrome"
"other","Panel B anti-MHCII RRID"
"other","Panel B Live/Dead stain"
"other","Panel B additional maker 1 name"
"other","Panel B additional marker 1 clone"
"other","Panel B additional marker 1 fluorochrome"
"other","Panel B additional marker 1 RRID"
"other","Panel B additional maker 2 name"
"other","Panel B additional marker 2 clone"
"other","Panel B additional marker 2 fluorochrome"
"other","Panel B additional marker 2 RRID"
"other","Panel B additional maker 3 name"
"other","Panel B additional marker 3 clone"
"other","Panel B additional marker 3 fluorochrome"
"other","Panel B additional marker 3 RRID"
"other","Panel B additional maker 4 name"
"other","Panel B additional marker 4 clone"
"other","Panel B additional marker 4 fluorochrome"
"other","Panel B additional marker 4 RRID"
"other","Panel B additional maker 5 name"
"other","Panel B additional marker 5 clone"
"other","Panel B additional marker 5 fluorochrome"
"other","Panel B additional marker 5 RRID"
"other","Analysis results file"
"other","Insulin"
"other","Type of kit"
"equipment","Kit manufacturer"
"other","Kit lot number"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"blood_hematology","Blood collection tubes"
"blood_hematology","Anesthesia used for blood collection"
"blood_hematology","Method of blood collection"
"other","Anticoagulant"
"blood_hematology","Date and time of blood collection"
"other","Date of measurement"
"other","Sample status"
"other","Samples kept on ice between collection and analysis"
"other","Sample dilution"
"other","Replicates"
"blood_hematology","ID of blood collection SOP"
"other","Hemolysis status"
"blood_hematology","Blood collection experimenter ID"
"blood_hematology","Blood analysis experimenter ID"
"equipment","Date equipment last calibrated"
"embryo_development","Embryo"
"other","Head"
"other","Forelimb"
"other","Forearm"
"other","Radius-ulna pre cartilage condensation"
"other","Upper arm"
"other","Humerus pre-cartilage condensation"
"other","Handplate"
"other","Hindlimb"
"other","Footplate"
"other","Lower leg"
"other","Upper leg"
"other","Femur pre-cartilage condensation"
"other","Head mesenchyme"
"other","Trunk mesenchyme"
"other","Notochord"
"other","Skin"
"other","Vibrissa"
"other","Oral cavity"
"other","Mandibular process"
"other","Meckel's cartilage"
"other","Maxillary process"
"other","Gut"
"other","Pharynx"
"other","Tongue"
"other","Stomach"
"other","Pancreas"
"other","Liver"
"other","Urinary system"
"other","Metanephros"
"other","Mesonephros of male"
"other","Mesonephros of female"
"other","Lung"
"other","Trachea"
"blood_hematology","Umbilical artery embryonic part"
"heart","Heart"
"heart","Atrium"
"other","Outflow tract"
"heart","Pericardium"
"heart","Heart ventricle"
"blood_hematology","Umbilical vein embryonic part"
"brain","Brain"
"brain","Forebrain"
"brain","Midbrain"
"brain","Central nervous system ganglion"
"brain","Spinal cord"
"brain","Dorsal root ganglion"
"other","Ear"
"other","External ear"
"other","Inner Ear"
"other","Eye"
"other","Nose"
"other","Nasal septum"
"other","Fronto-nasal process"
"other","Skeleton"
"other","Axial skeleton"
"other","Rib pre-cartilage condensation"
"other","Thoracic vertebral cartilage condensation"
"other","Cranium"
"other","Tail"
"other","Tail somite group"
"other","Intestine"
"images","LacZ images section"
"images","LacZ images wholemount"
"other","Free ontology"
"other","Free ontology annotation reason"
"other","Free text comment"
"images","Microscope equipment id"
"images","Microscope equipment manufacturer"
"images","Microscope equipment model"
"images","Date Microscope last calibrated"
"equipment","Detector equipment manufacturer"
"equipment","Detector equipment model"
"equipment","Objective equipment company"
"equipment","Objective equipment model"
"other","Objective magnification"
"equipment","Illumination source manufacturer"
"other","Sample preparation stain name"
"other","Sample preparation reference impc"
"other","Bit depth"
"other","Colorspace"
"other","Experimental category"
"other","Orientation"
"images","Pixels per millimeter before processing"
"images","Pixels per millimeter after processing"
"images","Showcase image"
"other","Date of sacrifice"
"other","Date of staining"
"other","Date of annotation"
"images","Date of image capture"
"brain","Hindbrain"
"other","Placenta"
"images","Embryo reconstruction"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"equipment","Equipment Version"
"images","Image Pixel Size"
"images","E18.5 MicroCT Preparation protocol"
"equipment","Date equipment last calibrated"
"other","Date of Sacrifice"
"other","Date Preparation Finished"
"images","Date of Scan"
"equipment","Source Voltage"
"equipment","Source Current"
"other","Object to Source"
"images","Camera to Source"
"other","Screenshots"
"brain","Brain"
"other","Eye with optic nerve"
"brain","Spinal cord"
"other","Thymus"
"other","Thyroid"
"heart","Heart"
"other","Trachea"
"other","Esophagus"
"other","Lung"
"other","Liver"
"other","Gall bladder"
"other","Stomach"
"other","Small intestine"
"other","Large intestine"
"other","Pancreas"
"other","Spleen"
"other","Kidney"
"other","Adrenal gland"
"other","Mammary gland"
"other","Lymph node"
"other","Skin"
"other","Skeletal muscle"
"other","Urinary bladder"
"other","Testes"
"other","Epididymis"
"other","Prostate"
"other","Seminal vesicle"
"other","Ovary"
"other","Uterus"
"weight","Body Weight"
"other","Experimenter ID"
"other","Method of sacrifice"
"blood_hematology","Method of Blood Collection"
"equipment","Equipment ID"
"images","Images"
"other","Fixative"
"equipment","Date equipment last calibrated"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Date of sacrifice"
"equipment","ID for sample banking protocol"
"other","Comments (in English)"
"weight","Submitter ID"
"other","Phenotyping project(s)"
"other","Pipeline ID(s)"
"other","Start Date"
"other","End Date"
"other","Stage of the pipeline(s) - Start Week"
"other","Stage of the pipeline(s) - End Week"
"other","Procedure IDs associated with this block"
"equipment","Housing - temperature regulated"
"equipment","Housing - temperature range - Minimum"
"equipment","Housing - temperature range - Maximum"
"other","Housing - relative humidity regulated"
"other","Housing - relative humidity range - Minimum"
"other","Housing - relative humidity range - Maximum"
"other","Housing - ventilation managed"
"other","Housing - air changes per hour in the room - Minimum"
"other","Housing - air changes per hour in the room - Maximum"
"other","Housing - air changes per hour in the room - Units"
"other","Housing - IVC ventilation"
"other","Housing - air changes per hour in the IVC unit - Minimum"
"other","Housing - air changes per hour in the IVC unit - Maximum"
"other","Housing - air changes per hour in the IVC unit - Units"
"other","Housing - light source"
"other","Housing - can you quantify the light intensity range experienced"
"other","Housing - light intensity range - Minimum"
"other","Housing - light intensity range - Maximum"
"other","Housing - time lights switched on"
"other","Housing - time lights switched off"
"equipment","Housing - cage manufacturer and racking system"
"other","Housing - cage dimensions - Height"
"weight","Housing - cage dimensions - Length"
"other","Housing - cage dimensions - Width"
"other","Housing - animals per cage - Minimum"
"other","Housing - animals per cage - Maximum"
"other","Housing - bedding type"
"other","Housing - bedding pre-treatment"
"other","Housing - cage enrichment"
"other","Housing - frequency of cage cleaning"
"other","Housing - frequency of handling"
"other","Nutrition - supplier and product ID of diet"
"other","Nutrition - diet type"
"weight","Nutrition - do you know the composition of the diet (average based on mass)"
"weight","Nutrition - average composition (based on mass) - Carbohydrate"
"weight","Nutrition - average composition (based on mass) - Fat"
"weight","Nutrition - average composition (based on mass) - Protein"
"other","Nutrition - do you know the composition of the diet (average based on calorific content)"
"other","Nutrition - average composition (based on calorific content) - Carbohydrate"
"other","Nutrition - average composition (based on calorific content) - Fat"
"other","Nutrition - average composition (based on calorific content) - Protein"
"other","Nutrition - feeding regime (excluding fasting periods)"
"other","Nutrition - source of lipids"
"other","Water - quality monitored"
"other","Water - pre-treatment"
"other","Water - schedule (quantity)"
"other","Water - supply method"
"other","Microbiological status - status of your centre"
"other","Microbiological status - method used to protect the status"
"other","Microbiological status - closed barrier detail"
"other","Microbiological status - quarantine method"
"other","Microbiological status - live animals allowed to join the unit"
"other","Microbiological status - acclimation period for live animals - Minimum"
"other","Microbiological status - acclimation period for live animals - Maximum"
"other","Microbiological status - pathogens tested for"
"other","Microbiological status - is your unit positive for any of the pathogens tested"
"other","Microbiological status - pathogens your unit is positive for"
"other","Nutrition - do you know the source of lipids"
"other","Block descriptor"
"weight","Body weight before experiment"
"weight","Body weight after experiment"
"other","Oxygen consumption"
"other","Carbon dioxide production"
"other","Heat production (metabolic rate)"
"functional_behavioral","Ambulatory activity  (no. of beam cuts)"
"functional_behavioral","Total activity  (no. of fine movement + no. of beam cuts)"
"other","Total food intake"
"other","Cumulative food intake"
"other","Acclimation to respirometry cages"
"other","Duration of test"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Respiratory Exchange Ratio"
"other","Experimenter ID"
"equipment","Date equipment last calibrated"
"other","Total water intake"
"other","Cumulative water intake"
"equipment","Room temperature max"
"equipment","Room temperature min"
"equipment","Chamber temperature min"
"equipment","Chamber temperature max"
"other","Outer dimension of cage"
"other","Inner dimension of cage"
"other","Height from platform to lid assembly"
"other","Available space for mouse"
"other","Infrared beam setting on X axis"
"other","Infrared beam setting on Y axis"
"other","Infrared beam setting on Z axis"
"other","Beam strip placement on exterior of chamber"
"weight","Lightbeam wavelength"
"images","Scanning rate"
"other","Refractory period"
"other","Presence of bedding into the cage"
"other","Igloo in cage"
"equipment","Calibration method"
"other","Acclimation period"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"other","Respiratory Exchange Ratio series"
"other","Experimenter ID"
"other","Method of sacrifice"
"equipment","Equipment ID"
"weight","Body weight"
"weight","Heart weight"
"equipment","Date equipment last calibrated"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Date of sacrifice"
"weight","Tibia length"
"weight","Heart weight normalised against body weight"
"weight","Heart weight normalised against tibia length"
"weight","Spleen weight"
"other","Percentage of live gated events in Panel A"
"other","T cells (panel A)"
"other","NKT cells (panel A)"
"other","NK cells (panel A)"
