"analysis_id","mgi_accession_id","gene_symbol","mouse_life_stage","mouse_strain","parameter_id","parameter_name","pvalue"
"c3221096m682278","MGI:95805","Grb2","Early adult","C57BL","IMPC_ECH_008_001","LVIDd",0.49
"c34297wo9561e83","MGI:2151224","Alpk3","Early adult","C57BL","IMPC_IPG_012_001","Area under glucose response curve",0.5
"c35985h0z7o8p81","MGI:2443834","Ppfia2","Early adult","C57BL","IMPC_EYE_024_001","Retinal Blood Vessels",0
"c35sz0k091w93sr","MGI:1928486","Tdo2","Early adult","C57BL","IMPC_EYE_063_001","Right inner nuclear layer",0.26
"c36427nk4voj914","MGI:1922928","Ippk","E12.5","C57BL","IMPC_ABR_012_001","30kHz-evoked ABR Threshold",0.22
"c37hoitu719h4t2","MGI:2147067","Dhx57","Early adult","C57BL","IMPC_CSD_029_001","Activity (body position)",0.08
"c38c833t02yhx3q","MGI:1918588","Tprg1","Early adult","C57BL","IMPC_HEM_004_001","Hematocrit",0.19
"c38i184f7cm02p6","MGI:106351","Vcf1","Early adult","129SV","IMPC_CBC_006_001","Total protein",0.66
"c3969r1z1hl2ggg","MGI:2684313","Togaram1","E12.5","C57BL","M-G-P_025_001_013","Aspartate aminotransferase",0.91
"c3bd934423l0o60","MGI:98839","Prss1","Early adult","C57BL","JAX_LDT_008_001","Percent time in dark",0.48
"c3c2xm850y059n1","MGI:2441730","Tbl1xr1","Late adult","C57BL","IMPC_OFD_020_001","Distance travelled - total",0.56
"c3dxzjfew55f17g","MGI:1928486","Tdo2","Early adult","C57BL","KMPCLA_CBC_006_001","Total protein",0.39
"c3ja2yd99r1207a","MGI:1914852","Necap1","Early adult","C57BL","JAX_SLW_013_001","Breath rate during sleep mean",0.31
"c3k0nj6g782n6t1","MGI:1916943","Pof1b","Early adult","C57BL","IMPC_ECH_010_001","LVAWs",0.48
"c3n05o01b805888","MGI:1309467","Gstm6","Early adult","C57BL","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.77
"c3n9xt0mo62w37m","MGI:1915918","Klk5","Early adult","C57BL","IMPC_CBC_008_001","Total bilirubin",0.34
"c3nw6yo8rmss6om","MGI:95805","Grb2","Early adult","C57BL","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.06
"c3o1v5n7800degp","MGI:2388280","Polr2b","E9.5","C57BL","IMPC_CSD_017_001","Forelimbs - position",0.27
"c3t75ck93y19kf1","MGI:1920431","Nfatc4","Early adult","C57BL","IMPC_ACS_006_001","Response amplitude - S",0.95
"c3xiq20awbeg0hf","MGI:99602","Acan","E18.5","C57BL","M-G-P_007_001_010","center - distance",0.69
"c3y7c821j0ch799","MGI:98241","Stmn2","E18.5","C57BL","IMPC_ECH_009_001","LVPWd",0.51
"c403d8t60cygz5m","MGI:1914015","4933411k16rik","Early adult","C57BL","IMPC_GEM_063_001","Facial cleft",0.86
"c4108o35ui60bdn","MGI:2145567","Fam149b","Early adult","C57BL","IMPC_OWT_002_001","Spleen weight",0.97
"c41ghg1lf09t698","MGI:3042250","Serpinb13","Early adult","C57BL","IMPC_CSD_033_001","Gait",0.87
"c41zy21a6m728t6","MGI:3052471","Slc2a12","Early adult","C57BL","IMPC_CBC_028_001","Creatine kinase",0.14
"c42a6sv8593697p","MGI:2385186","Clcc1","E9.5","C57BL","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.77
"c46b0593ukw7msk","MGI:1918588","Tprg1","Early adult","C57BL","KMPCLA_CBC_006_001","Total protein",0.48
"c47rkhyg725861s","MGI:1921275","Nphp3","Early adult","C57BL","IMPC_EYE_067_001","Left anterior chamber depth",0.83
"c48714a839c3cm3","MGI:2385186","Clcc1","E9.5","C57BL","IMPC_ACS_033_001","% Pre-pulse inhibition - PPI1",0.91
"c4880408et797rr","MGI:3052471","Slc2a12","Early adult","C57BL","HMGULA_CBC_016_001","HDL-cholesterol",0.9
"c491hu254x775k2","MGI:96217","Hprt1","Early adult","C57BL","HMGULA_CBC_016_001","HDL-cholesterol",0.28
"c49v11hf8505bkb","MGI:1915759","Ptx4","Early adult","C57BL","IMPC_GEM_063_001","Facial cleft",0.55
"c4b5rl7mi009u1k","MGI:1915625","Ndufa8","Early adult","C57BL","JAX_OFD_007_001","Whole arena resting time",0.33
"c4c5j2hj0ps7k4g","MGI:2137026","P2rx5","Early adult","C57BL","IMPC_CSD_033_001","Gait",0
"c4d14vxa0p96fwa","MGI:99602","Acan","E18.5","C57BL","IMPC_ECH_011_001","LVIDs",0.33
"c4f2o20m1yy51ib","MGI:1915340","Yif1a","Early adult","C57BL","IMPC_CBC_018_001","Glucose",0.28
"c4gi204cnzau776","MGI:107628","Prdm2","Early adult","C57BL","MGP_IMM_100_001","Resting NK cells - % of CD45+",0.12
"c4haf3020q8fe6b","MGI:1926024","Cfap61","Early adult","C57BL","ESLIM_016_001_002","Red blood cell count",0.68
"c4m24104uflua44","MGI:1353497","Slc25a10","Early adult","C57BL","IMPC_OFD_022_001","Percentage center time",0.31
"c4na23pl5i478q9","MGI:95777","Gnas","Early adult","129SV","IMPC_ECH_007_001","LVAWd",0.13
"c4oxk38022m51c2","MGI:2387194","Qsox2","Late adult","C57BL","MGP_IMM_121_001","Macrophages - % of CD45+",0.39
"c4q82xu74d6j0ya","MGI:1919192","Myof","Early adult","C57BL","IMPC_EYE_023_001","Optic Disc",0.53
"c4rz06f0as23av4","MGI:1890564","Rcan1","Early adult","C57BL","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.17
"c4syd7h08px9v47","MGI:3037820","Kcna10","E12.5","C57BL","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.55
"c4uu23zwr65hl7k","MGI:2147067","Dhx57","Early adult","C57BL","IMPC_HEM_004_001","Hematocrit",0.44
"c4xrxi9q87i75sf","MGI:2441730","Tbl1xr1","Late adult","C57BL","M-G-P_007_001_010","center - distance",0.39
"c4z79lxvyrf619r","MGI:2443834","Ppfia2","Early adult","C57BL","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.78
"c50rl2y7j68qb76","MGI:1920431","Nfatc4","Early adult","C57BL","IMPC_CBC_015_001","Total cholesterol",0.31
"c520hua090v06g6","MGI:1919192","Myof","Early adult","C57BL","IMPC_CSD_032_001","Locomotor activity",0.88
"c526h81n3hu8qg6","MGI:103250","Calm2","Early adult","C57BL","IMPC_ACS_033_001","% Pre-pulse inhibition - PPI1",0.2
"c5309430a7oz187","MGI:1344403","Cfdp1","Early adult","C57BL","IMPC_CBC_006_001","Total protein",0.52
"c530u84bux9hn9b","MGI:1915267","Mrm2","E9.5","C57BL","IMPC_HWT_008_001","Heart weight",0.09
"c534jzvg5r8a624","MGI:2153608","Ube2j2","Middle aged adult","C57BL","IMPC_CBC_014_001","Alkaline phosphatase",0.24
"c53f37zug08ff4c","MGI:96217","Hprt1","Early adult","C57BL","ESLIM_016_001_005","Mean cell volume",0.94
"c53htiy0ajioy6d","MGI:1098746","Ankzf1","Early adult","C57BL","IMPC_OFD_022_001","Percentage center time",0.07
"c54s1xiqin5256l","MGI:2442689","Lrrc49","Early adult","C57BL","ESLIM_016_001_008","Platelets count",0.19
"c5501j66846y7c2","MGI:1920431","Nfatc4","Early adult","C57BL","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.63
"c55z649a404brs1","MGI:1196466","Dsg2","Early adult","C57BL","RBRCLA_HEM_005_001","Mean cell volume",0.19
"c56hlz7nhp5592z","MGI:2684313","Togaram1","Early adult","C57BL","IMPC_ECH_005_001","Fractional Shortening",0.25
"c57u7889r0ej919","MGI:1915267","Mrm2","E9.5","C57BL","IMPC_ECH_012_001","LVPWs",0.5
"c57ux9jy1j31on5","MGI:1916387","Vstm5","Early adult","C57BL","IMPC_EYE_024_001","Retinal Blood Vessels",0.39
"c588464f60v3ohr","MGI:96273","Htr1a","Early adult","C57BL","IMPC_GEM_063_001","Facial cleft",0.81
"c58un18ot4xgh37","MGI:1915759","Ptx4","Early adult","C58BL","MGP_IMM_033_001","Total NK cells - % of CD45+",0.8
"c5cm8cf8j4512mj","MGI:102716","Cryba4","Early adult","C57BL","JAX_URI_004_001","Magnesium",0.8
"c5fh3fb45d49940","MGI:99602","Acan","E15.5","C57BL","IMPC_ACS_033_001","% Pre-pulse inhibition - PPI1",0.7
"c5g15j0s3560un8","MGI:96217","Hprt1","Early adult","C57BL","IMPC_CSD_036_001","Startle response",0.8
"c5h7o9b8pg7k81x","MGI:1277171","Dcx","Early adult","C57BL","ESLIM_016_001_008","Platelets count",0.68
"c5hqimtk5342w5w","MGI:1921078","Dcaf4","Early adult","C57BL","IMPC_GEP_004_002","Spontaneous movement",0.77
"c5jheqeo58o27o8","MGI:1196466","Dsg2","Early adult","C57BL","JAX_LDT_005_001","Time mobile dark side",0.77
"c5lwbciwy4mdft9","MGI:1921275","Nphp3","Early adult","C57BL","IMPC_ABR_006_001","12kHz-evoked ABR Threshold",0.27
"c5ot5884q92s1r6","MGI:107628","Prdm2","Early adult","C57BL","IMPC_GEM_027_001","Limb Bud Morphology",0.45
"c5phhpf301890u1","MGI:2387194","Qsox2","Late adult","C57BL","MGP_IMM_100_001","Resting NK cells - % of CD45+",0.78
"c5qw012849471vz","MGI:1926024","Cfap61","Early adult","C57BL","IMPC_OFD_022_001","Percentage center time",0.98
"c5s20n1081wi241","MGI:97594","Prkacb","Early adult","C57BL","IMPC_CBC_018_001","Glucose",0.89
"c5thq0k68802a1w","MGI:1922928","Ippk","Early adult","C57BL","IMPC_OFD_020_001","Distance travelled - total",0.7
"c5y73rg9bh94f97","MGI:1916943","Pof1b","Early adult","C57BL","IMPC_EYE_014_001","Pupil Light Response",0.52
"c5yjxy9081c7vi6","MGI:95805","Grb2","Early adult","C57BL","IMPC_CSD_036_001","Startle response",0.2
"c61x636001o172u","MGI:1339711","Myh1","Early adult","C57BL","IMPC_ABR_004_001","6kHz-evoked ABR Threshold",0
"c62h8ggbr3rp3po","MGI:2388280","Polr2b","E9.5","C57BL","IMPC_CBC_016_001","HDL-cholesterol",0.74
"c63wg32x14558j9","MGI:2145567","Fam149b","Early adult","C57BL","MGP_IMM_102_001","Immature NK cells - % of lymphocytes",0.47
"c6489qn5t2kbd74","MGI:2442689","Lrrc49","Early adult","C57BL","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.94
"c64bhezlq5gsw26","MGI:2388280","Polr2b","Early adult","C57BL","IMPC_OFD_017_001","Center average speed",0.28
"c65348a0j0i61r6","MGI:104747","Pkia","Early adult","C54BL","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.88
"c654645oreip7q3","MGI:98905","Usp4","Early adult","C57BL","HMGULA_CBC_016_001","HDL-cholesterol",0.99
"c66ixk5du362bm4","MGI:98241","Stmn2","Early adult","C57BL","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.5
"c66w467y8x5440u","MGI:2388280","Polr2b","Early adult","C57BL","IMPC_CSD_036_001","Startle response",0.35
"c67ic352vh514bt","MGI:2661120","Actr3b","Early adult","C57BL","IMPC_DXA_006_001","Body length",0.46
"c6c76fsn7sfws18","MGI:1339711","Myh1","Early adult","C57BL","IMPC_CBC_023_001","Alpha-amylase",0.82
"c6cii821d3mgd9l","MGI:95777","Gnas","Early adult","129SV","IMPC_HEM_004_001","Hematocrit",0.76
"c6dvhgc1712cy3z","MGI:1922928","Ippk","E12.5","C57BL","IMPC_CBC_009_001","Calcium",0.82
"c6dy91qfgxm78n4","MGI:1932970","Ucn3","Early adult","C57BL","IMPC_DXA_003_001","Lean mass",0.2
"c6pp99596hh98l9","MGI:2441730","Tbl1xr1","Early adult","C57BL","IMPC_CSD_039_001","Limb grasp",0.66
"c6q9788be2j18s4","MGI:1932970","Ucn3","Early adult","C57BL","IMPC_CAL_021_001","Total water intake",0.08
"c6s06r15lwpvl36","MGI:96273","Htr1a","Early adult","C57BL","HMGULA_SHI_009_001","Startle response",0.66
"c6t3z4bn8bnfd69","MGI:98905","Usp4","Early adult","C57BL","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.9
"c6to4q9lrh0yf3s","MGI:1353497","Slc25a10","Early adult","C57BL","IMPC_DXA_010_001","Bone Area",0.39
"c6v5r38v28255k4","MGI:3652039","Rad21l","Late adult","C57BL","ESLIM_011_001_003","PP2 startle magnitude",0.79
"c6z8r204lb0cu7d","MGI:102716","Cryba4","Early adult","C57BL","ESLIM_016_001_002","Red blood cell count",0.25
"c703147ehk4kea4","MGI:99602","Acan","E18.5","C57BL","IMPC_GEM_063_001","Facial cleft",0.23
"c71k5dlytymva52","MGI:2443834","Ppfia2","Early adult","C57BL","JAX_SLW_002_001","Sleep daily percent",0.86
"c71t23jqr1ou453","MGI:96217","Hprt1","Early adult","C57BL","M-G-P_005_001_001","Weight",0.66
"c725ah542p34e5y","MGI:1347361","Mmp23","Early adult","C57BL","CCP_XRY_057_001","Kyphosis",0.18
"c731o8t7f46q6du","MGI:96273","Htr1a","Early adult","C57BL","MGP_IMM_102_001","Immature NK cells - % of lymphocytes",0.41
"c7442kw4vz04vl7","MGI:1916387","Vstm5","Early adult","C57BL","MGP_IMM_104_001","Mature NK cells - % of lymphocytes",0.11
"c74xo581ue5r86h","MGI:1859211","Irf6","Early adult","C57BL","JAX_SLW_004_001","Sleep dark phase percent",0.52
"c74y2c7w260yw68","MGI:1922928","Ippk","E12.5","C57BL","JAX_URI_004_001","Magnesium",0.65
"c766h6u4t4tgjbn","MGI:1196466","Dsg2","Early adult","C57BL","JAX_LDT_009_001","Percent time in light",0.38
"c76987l78y33t7l","MGI:3646952","Spink14","Early adult","C57BL","M-G-P_025_001_021","Uric acid",0.68
"c7739x4m8l4kk9f","MGI:2443834","Ppfia2","Early adult","C57BL","IMPC_ECH_005_001","Fractional Shortening",0.46
"c775upc4d865tql","MGI:2444401","Snrnp200","Early adult","C57BL","IMPC_CBC_001_001","Sodium",0.68
"c77l3r814gn0a8a","MGI:1930923","Slurp1","Early adult","C57BL","HMGULA_CBC_010_001","Phosphorus",0.31
"c7c9okbegogu3e6","MGI:1859026","Cnot4","Early adult","C57BL","IMPC_OWT_002_001","Spleen weight",0.56
"c7g6o9g8kaw42ow","MGI:1277171","Dcx","Early adult","C57BL","JAX_LDT_004_001","Dark side time spent",0.3
"c7h1a4502227lx5","MGI:1339998","Efemp1","Early adult","C57BL","IMPC_DXA_008_001","Lean/Body weight",0.63
"c7t20er689lx97r","MGI:107628","Prdm2","Early adult","C57BL","RBRCLA_HEM_005_001","Mean cell volume",0.28
"c7u4omi0w1fmcuc","MGI:99602","Acan","E15.5","C57BL","IMPC_CBC_006_001","Total protein",0.53
"c7uc8sdd184347o","MGI:98261","Ccl4","Early adult","C57BL","IMPC_EYE_017_001","Lens Opacity",0.35
"c7v6m6i6315470b","MGI:104747","Pkia","Early adult","C57BL","IMPC_GEP_005_002","Responsive to tactile stimuli",0.05
"c7zv8i6r02bvl77","MGI:2385186","Clcc1","E9.5","C57BL","ESLIM_016_001_005","Mean cell volume",0.75
"c825704511v985f","MGI:96273","Htr1a","Early adult","C57BL","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.63
"c82z3svnsxctu7q","MGI:1916387","Vstm5","Early adult","C57BL","IMPC_HEM_019_001","Mean platelet volume",0.61
"c8357le95780k98","MGI:2141255","Zfp513","Early adult","C57BL","IMPC_GEM_077_001","Hemorrhage",0.8
"c836cd1h9d9q8ay","MGI:3652039","Rad21l","Late adult","C57BL","IMPC_EYE_007_001","Cornea",0.57
"c842fw801290vm5","MGI:1922928","Ippk","E9.5","C57BL","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.71
"c8467qf10le1zv4","MGI:99160","Zfp14","Early adult","C57BL","IMPC_HEM_003_001","Hemoglobin",0.15
"c84d90mfl7qq6kq","MGI:2661120","Actr3b","Early adult","C57BL","IMPC_EYE_017_001","Lens Opacity",0.37
"c8552mz4794ta2o","MGI:2151224","Alpk3","Early adult","C57BL","IMPC_CBC_005_001","Creatinine",0.64
"c855k387d2489xl","MGI:2388280","Polr2b","E9.5","C57BL","IMPC_ECH_004_001","Ejection Fraction",0.99
"c865n0193jjjm2w","MGI:1915340","Yif1a","Early adult","C57BL","IMPC_OFD_012_001","Periphery permanence time",0.41
"c87f70h6bcmn625","MGI:2147067","Dhx57","Early adult","C57BL","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.56
"c897373iii41k8e","MGI:104747","Pkia","Early adult","C57BL","RBRCLA_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.94
"c89to21qo756ms4","MGI:1923549","Erp44","Early adult","C57BL","IMPC_EYE_014_001","Pupil Light Response",0.19
"c8bn1q636860k0x","MGI:2444401","Snrnp200","Early adult","C57BL","JAX_URI_004_001","Magnesium",0.36
"c8bsw9slc9wv81p","MGI:1309998","Marco","Early adult","C57BL","JAX_URI_004_001","Magnesium",0.21
"c8el717547tc7n0","MGI:1339998","Efemp1","Early adult","C57BL","IMPC_CBC_001_001","Sodium",0.21
"c8gvn8547838bz4","MGI:2669796","Rtn4rl2","Early adult","C57BL","IMPC_GEP_005_002","Responsive to tactile stimuli",0.25
"c8j1kmsb908mxo5","MGI:1859026","Cnot4","Early adult","C57BL","IMPC_ACS_006_001","Response amplitude - S",0.19
"c8m81i2kagjf227","MGI:1196466","Dsg2","Early adult","C57BL","IMPC_ACS_006_001","Response amplitude - S",0.97
"c8nl25r4b779u61","MGI:1347361","Mmp23","Early adult","C57BL","IMPC_CSD_080_001","Head bobbing",0.62
"c8ugh863ty0el5p","MGI:1921720","Cep72","Early adult","C57BL","IMPC_OFD_013_001","Periphery average speed",0.8
"c8uxm29898k511m","MGI:95864","Gstp2","Early adult","C57BL","IMPC_ECH_009_001","LVPWd",0.72
"c8vi6748758o8do","MGI:109349","Atf2","Early adult","C57BL","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.43
"c903t5599096u87","MGI:98905","Usp4","Early adult","C57BL","IMPC_HEM_005_001","Mean cell volume",0.87
"c90m3x2511f44s7","MGI:103250","Calm2","Early adult","C57BL","IMPC_HEM_004_001","Hematocrit",0.37
"c94u12c8xe0rl1s","MGI:1277171","Dcx","Early adult","C57BL","IMPC_DXA_005_001","Bone Mineral Content (excluding skull)",0.08
"c94xk29wjvt450w","MGI:2145567","Fam149b","Early adult","C57BL","RBRCLA_YMZ_005_001","Alternation ratio per number of triplets",0.84
"c950a8ux8fra5e0","MGI:2443834","Ppfia2","Early adult","C57BL","IMPC_CSD_019_001","Forelimbs - size",0.22
"c957901nkp590m4","MGI:1928486","Tdo2","E15.5","C57BL","IMPC_EYE_067_001","Left anterior chamber depth",0.84
"c95i70qg550jur6","MGI:99602","Acan","Early adult","C57BL","MGP_IMM_121_001","Macrophages - % of CD45+",0.06
"c96648apb1mtr9t","MGI:2441730","Tbl1xr1","Early adult","C57BL","IMPC_ECH_012_001","LVPWs",0.79
"c973w8th035cf99","MGI:3652039","Rad21l","Early adult","C57BL","IMPC_ACS_036_001","% Pre-pulse inhibition - PPI4",0.54
"c97j6gev89c53zf","MGI:2681308","Tas2r139","Early adult","C57BL","MGP_IMM_121_001","Macrophages - % of CD45+",0.3
"c985kn10a9roal7","MGI:1890564","Rcan1","Early adult","C57BL","IMPC_OFD_014_001","Center distance travelled",0.72
"c9as57t1914f7a9","MGI:1921275","Nphp3","Early adult","C57BL","IMPC_OFD_015_001","Center resting time",0.63
"c9f31pag4502q8y","MGI:98241","Stmn2","E18.5","C57BL","M-G-P_025_001_013","Aspartate aminotransferase",0.82
"c9g041b089k4f79","MGI:88071","Arnt","Early adult","C57BL","M-G-P_025_001_022","Total bilirubin",0.4
"c9gf53qd6l6zeud","MGI:1333782","Pld3","Early adult","C57BL","IMPC_EYE_069_001","Left inner nuclear layer",0.42
"c9lgmj1t6xfoq57","MGI:109151","Ltbp1","Early adult","129SV","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.9
"c9lng7563h2jn20","MGI:1098746","Ankzf1","Early adult","C57BL","IMPC_CSD_023_001","Vibrissae - presence",0.98
"c9m9vqc1su26471","MGI:1918588","Tprg1","Early adult","C57BL","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.72
"c9t43txu708607s","MGI:3052471","Slc2a12","Early adult","C57BL","IMPC_CSD_033_001","Gait",0.13
"c9v18546gq08jke","MGI:1919824","Zc3h14","Early adult","C57BL","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.94
"c9z31k3779v5poe","MGI:2136890","Setd4","Early adult","C57BL","ESLIM_016_001_008","Platelets count",0.78
"ca72578qgw17rco","MGI:98957","Wnt4","Early adult","C57BL","IMPC_DXA_009_001","Fat/Body weight",0.86
"ca77oj39k1y6654","MGI:2151224","Alpk3","Early adult","C57BL","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.87
"cam41769hq47n51","MGI:1916387","Vstm5","Early adult","C57BL","JAX_ECT_011_001","mA threshold inducing clonic seizure",0.72
"cat3n97v480yl31","MGI:1921720","Cep72","Early adult","C57BL","IMPC_OFD_011_001","Periphery resting time",0.35
"cau6h4f44p1q486","MGI:1926024","Cfap61","Early adult","C57BL","IMPC_GEM_077_001","Hemorrhage",0.81
"cavtj85572121r5","MGI:1915267","Mrm2","E9.5","C57BL","ESLIM_016_001_002","Red blood cell count",0.78
"caxb8111dw09u8m","MGI:99602","Acan","E15.5","C57BL","IMPC_GEM_027_001","Limb Bud Morphology",0.27
"caxwl22i4u55ox7","MGI:2441730","Tbl1xr1","Late adult","C57BL","IMPC_DXA_005_001","Bone Mineral Content (excluding skull)",0.28
"cb48e5i8718m1v5","MGI:2442689","Lrrc49","Early adult","C57BL","IMPC_GEL_032_001","Embryo Size",0.25
"cb8cgu65fwc4hg3","MGI:1915267","Mrm2","Early adult","C57BL","ESLIM_016_001_008","Platelets count",0.91
"cba51bbcvd6zz97","MGI:2388280","Polr2b","Early adult","C57BL","ESLIM_011_001_004","PP3 startle magnitude",0.29
"cbc76279340sz1z","MGI:2684313","Togaram1","E9.5","C57BL","ESLIM_011_001_004","PP3 startle magnitude",0.06
"cbcz7gx7yp5443b","MGI:1915625","Ndufa8","Early adult","C57BL","IMPC_HEM_005_001","Mean cell volume",0.35
"cbe846fxhn680k8","MGI:1921287","Acot6","Early adult","C57BL","IMPC_DXA_009_001","Fat/Body weight",0.77
"cbq3of5z5u210a8","MGI:1921275","Nphp3","Early adult","C57BL","IMPC_ECH_012_001","LVPWs",0.89
"cbs75du86k4682y","MGI:1914015","4933411k16rik","Early adult","C57BL","IMPC_HEM_007_001","Mean cell hemoglobin concentration",0.3
"cby7buu9w2ij98y","MGI:1344403","Cfdp1","Early adult","C57BL","IMPC_CBC_001_001","Sodium",0.51
"cc3eu266oiui176","MGI:3652039","Rad21l","Middle aged adult","C57BL","IMPC_GEM_063_001","Facial cleft",0.5
"cc3r65h0eyh9i77","MGI:98241","Stmn2","E12.5","C57BL","IMPC_CBC_023_001","Alpha-amylase",0.66
"cc94887e6rvf9y8","MGI:1196466","Dsg2","Early adult","C57BL","IMPC_CBC_009_001","Calcium",0.53
"ccap0cp4e980j0b","MGI:2684313","Togaram1","E9.5","C57BL","IMPC_HEM_038_001","Basophil differential count",0.3
"ccpyo36m9f7g3b8","MGI:2153608","Ube2j2","Early adult","C57BL","IMPC_CBC_012_001","Aspartate aminotransferase",0.09
"ccq4627iy6a6597","MGI:96217","Hprt1","Early adult","C57BL","MGP_IMM_104_001","Mature NK cells - % of lymphocytes",0.24
"cd02fgclqo02850","MGI:1859211","Irf6","Early adult","C57BL","IMPC_DXA_006_001","Body length",0.49
"cd22efq12e1cua5","MGI:1921674","Tmc5","Early adult","C57BL","IMPC_HEM_001_001","White blood cell count",0.64
"cd4l773hqkxobdt","MGI:1928486","Tdo2","E12.5","C57BL","IMPC_ACS_033_001","% Pre-pulse inhibition - PPI1",0.17
"cd77iehm830512f","MGI:88289","Cbx2","E15.5","C57BL","IMPC_CSD_039_001","Limb grasp",0.95
"cdt04r9hd713np3","MGI:1309998","Marco","Early adult","C57BL","HMGULA_CBC_016_001","HDL-cholesterol",0.29
"cdvgj9gql8311kr","MGI:106351","Vcf1","Early adult","C57BL","IMPC_CBC_017_001","Triglycerides",0.92
"ce4lk1237663l44","MGI:1915759","Ptx4","Early adult","C57BL","IMPC_CBC_001_001","Sodium",0.87
"ce6rwek45182q6q","MGI:2444401","Snrnp200","Early adult","C57BL","IMPC_OFD_014_001","Center distance travelled",0.66
"cet8a932kmfs7t2","MGI:2681308","Tas2r139","Early adult","C57BL","IMPC_HEM_005_001","Mean cell volume",0.92
"cf08v987o7lz1n8","MGI:3052471","Slc2a12","Early adult","C57BL","IMPC_EYE_017_001","Lens Opacity",0.47
"cf3289q112e11m6","MGI:2141255","Zfp513","Early adult","C57BL","IMPC_ECH_005_001","Fractional Shortening",0.87
"cf56649q2s8z89g","MGI:2147067","Dhx57","Early adult","C57BL","JAX_HBD_001_001","Total holepokes",0.73
"cf7372r98m02629","MGI:2137026","P2rx5","Early adult","C57BL","M-G-P_026_001_011","Snout morphology",0.61
"cf876pe7085d4iv","MGI:1915625","Ndufa8","Early adult","C57BL","IMPC_OFD_016_001","Center permanence time",0.53
